track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
576v1keY82NOPITMNu0wD2,"B Praak,Akshay Kumar,Nupur Sanon,Ammy Virk",Filhaal2 Mohabbat,Filhaal2 Mohabbat,67,300196,False,0.574,0.578,9,-3.188,0,0.0343,0.296,0.0,0.114,0.274,85.186,4,pop
0gzu5mm36VJH2Zqu8sQPTf,"Badshah,Payal Dev",Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),62,170769,False,0.955,0.538,1,-8.394,1,0.0734,0.132,0.00146,0.0704,0.837,116.977,4,hip-hop
1KVczjazCcCCgM3gXXUl47,"benny blanco,Juice WRLD,Brendon Urie",FRIENDS KEEP SECRETS,Roses (with Juice WRLD feat. Brendon Urie),70,223542,True,0.612,0.601,8,-7.089,1,0.164,0.168,0.0,0.117,0.525,147.018,4,electro
1cdbkpZ3q1KYZDNSrOpdkb,"BLACKPINK,Selena Gomez",THE ALBUM,Ice Cream (with Selena Gomez),70,175813,False,0.791,0.733,9,-3.852,1,0.35,0.0305,0.000169,0.0423,0.913,159.974,4,k-pop
02VBYrHfVwfEWXk5DXyf0T,"Bruno Mars,Anderson .Paak,Silk Sonic",An Evening With Silk Sonic,Leave The Door Open,84,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,dance
7lrqvdivAYRGEiO8JFP31G,"BTS,Halsey",MAP OF THE SOUL : 7,Boy With Luv (Feat. Halsey),70,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop
07qrA1FxZpXy383wX3IDEb,"BTS,Halsey",Proof,Boy With Luv (Feat. Halsey),69,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop
5tsZgJv9QqdrIqxU9piCku,"Calvin Harris,Dua Lipa,R3HAB",One Kiss (with Dua Lipa) [Remixes],One Kiss (with Dua Lipa) - R3HAB Remix,58,190866,False,0.59,0.919,9,-3.314,0,0.146,0.158,0.000214,0.0595,0.133,126.926,4,progressive-house
7b4vbqgzMhbFa0wdjfftQJ,"Calvin Harris,Dua Lipa,Oliver Heldens",One Kiss (with Dua Lipa) [Remixes],One Kiss (with Dua Lipa) - Oliver Heldens Remix,56,281266,False,0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,4,progressive-house
7FliZx9wTDb0U1tPfS7AuX,"Calvin Harris,Dua Lipa,Valentino Khan",One Kiss (with Dua Lipa) [Remixes],One Kiss (with Dua Lipa) - Valentino Khan Remix,45,251428,False,0.829,0.664,7,-4.191,1,0.0435,0.169,0.000927,0.262,0.432,126.017,4,progressive-house
2mQ7KmAI8gFLH3baaDXc6o,"Calvin Harris,Disciples,DJ Snake",How Deep is Your Love (DJ Snake Remix),How Deep is Your Love - DJ Snake Remix,41,222400,False,0.616,0.903,9,-0.475,1,0.0938,0.015,0.00102,0.141,0.446,149.93,4,progressive-house
3Lv3frZVXU7Q0JEFvLIzWW,"Calvin Harris,Sam Smith,David Guetta",Promises (with Sam Smith) [Remixes],Promises (with Sam Smith) - David Guetta Remix,58,190416,False,0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,4,progressive-house
5itOtNx0WxtJmi1TQ3RuRd,"Calvin Harris,Rag'n'Bone Man",Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),73,229184,False,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,progressive-house
1Ol5LmdNDNpFu1oNwfgkux,"Camilo,Pedro Capó",Por Primera Vez,Tutu,65,179339,False,0.727,0.838,9,-2.435,1,0.0472,0.297,0.0,0.0603,0.933,145.995,4,reggaeton
58q2HKrzhC3ozto2nDdN4z,"Cardi B,Bad Bunny,J Balvin",Invasion of Privacy,I Like It,79,253390,True,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4,dance
5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth,Jung Kook,BTS",CHARLIE,Left and Right (Feat. Jung Kook of BTS),75,154486,False,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,dance
1tGq9MNEmWGevwtiBCdrbk,"Charlie Puth,Jung Kook,BTS",CHARLIE,Left and Right (Feat. Jung Kook of BTS),66,154486,False,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,dance
2wrJq5XKLnmhRXHIAf9xBa,"Dan + Shay,Justin Bieber","10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",78,167693,False,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,4,country
4j5ffIFh7bFT7GZciP1TCy,"Dan + Shay,Justin Bieber",Good Things,"10,000 Hours (with Justin Bieber)",70,167693,False,0.654,0.63,10,-4.644,1,0.0259,0.149,0.0,0.111,0.43,89.991,4,country
6HjF1gzVEZMb4GplnGl9B3,"Dan + Shay,Justin Bieber","10,000 Hours (with Justin Bieber) [Piano]","10,000 Hours (with Justin Bieber) - Piano",61,172320,False,0.426,0.366,10,-6.514,1,0.0312,0.765,0.0,0.117,0.386,179.736,4,country
4CMrdHWqic0usIZfTrKoI3,"DaniLeigh,Chris Brown",Easy (Remix),Easy,73,186586,False,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,4,latin
1WCEAGGRD066z2Q89ObXTq,"David Guetta,Becky Hill,Ella Henderson",Crazy What Love Can Do,Crazy What Love Can Do,85,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,edm
0mJTAdmY8olbGQjopDYff3,"Dhvani Bhanushali,Nikhil D'Souza,Tanishk Bagchi",Vaaste,Vaaste,69,196043,False,0.444,0.479,5,-5.586,1,0.0436,0.454,0.0,0.095,0.315,89.892,4,pop
5lXY6PTuWXOludKy4zDQwM,"Diplo,SIDEPIECE",On My Mind,On My Mind,63,189268,False,0.771,0.731,7,-6.574,1,0.0409,0.00165,0.633,0.217,0.635,123.026,4,house
57kR5SniQIbsbVoIjjOUDa,"DJ Snake,AlunaGeorge",You Know You Like It,You Know You Like It,70,247266,False,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4,electronic
1zi7xx7UVEFkmKfv06H8x0,"Drake,Wizkid,Kyla",Views,One Dance,85,173986,False,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4,hip-hop
40iJIUlhi6renaREYGeIDS,"Drake,Travis Scott",Certified Lover Boy,Fair Trade (with Travis Scott),83,291175,True,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,hip-hop
3F5CgOj3wFlRv51JsHbxhe,"Drake,21 Savage","Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),91,218364,True,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4,hip-hop
3F5CgOj3wFlRv51JsHbxhe,"Drake,21 Savage","Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),91,218364,True,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4,hip-hop
1I4lCSP69P74nU3a6Su5L2,"Duke & Jones,Louis Theroux",Jiggle Jiggle,Jiggle Jiggle,77,97208,False,0.864,0.412,1,-5.886,1,0.273,0.458,0.00087,0.124,0.654,99.992,4,dance
03a359wbiUsjN9h6yzXvmS,"Duki,KHEA",She Don't Give a Fo,She Don't Give a Fo,82,209531,False,0.854,0.556,1,-4.49,1,0.14,0.345,0.0,0.165,0.342,119.938,4,latino
0QULNNd9z5s35entfiiXoa,"Elle King,Miranda Lambert",Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),75,245625,False,0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,4,blues
5TJEBoTCDbJXiKMdCN9pd3,"Elton John,Britney Spears",The Lockdown Sessions,Hold Me Closer,74,202245,False,0.659,0.772,0,-4.595,1,0.11,0.0748,0.000346,0.187,0.484,126.018,4,piano
5jQXOC8ShgkFMahTEYPoQq,"Elton John,Britney Spears",Hold Me Closer (Joel Corry Remix),Hold Me Closer,52,202245,False,0.665,0.769,0,-4.586,1,0.112,0.0854,0.000169,0.185,0.495,126.042,4,piano
6JIC3hbC28JZKZ8AlAqX8h,"Elton John,Dua Lipa,PNAU",The Lockdown Sessions,Cold Heart - PNAU Remix,83,202735,False,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,4,rock
5hw7bUv7NtrsepLROgIxLl,"Elton John,Dua Lipa,PS1",Cold Heart (PS1 Remix),Cold Heart - PS1 Remix,64,166674,False,0.655,0.877,10,-5.791,0,0.0526,0.00191,0.0,0.117,0.628,121.921,4,piano
4xkOaSrkexMciUUogZKVTS,"Eminem,Nate Dogg",The Eminem Show,Till I Collapse,86,297786,True,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,4,hip-hop
15JINEqzVMv3SvJTAXAKED,"Eminem,Rihanna",Recovery,Love The Way You Lie,83,263373,True,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,4,hip-hop
7FIWs0pqAYbP91WWM0vlTQ,"Eminem,Juice WRLD",Music To Be Murdered By,Godzilla (feat. Juice WRLD),83,210800,True,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4,hip-hop
637bsehtpL2oJruOEL6lZ7,"Enrique Iglesias,Descemer Bueno,Gente De Zona",SEX AND LOVE (Deluxe),Bailando - Spanish Version,55,243413,False,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,4,latin
6BcMcVax12vNuOqnPOayZ1,"Enrique Iglesias,Sean Paul,Descemer Bueno,Gente De Zona",S** AND LOVE,Bailando - English Version,49,243240,False,0.719,0.844,7,-3.529,1,0.103,0.0793,0.0,0.0551,0.941,90.951,4,latin
7nKBxz47S9SD79N086fuhn,"Enrique Iglesias,Descemer Bueno,Zion & Lennox",SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),70,207680,False,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,4,latin
493Rk3iS7rs8uPfpnfm95u,"Farruko,Victor Cardenas,Dj Adoni",El Incomprendido,El Incomprendido,71,267546,True,0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,4,latino
33CFCErrSDgJKZiqhv5B7s,"Fetty Wap,Remy Boyz",679 (feat. Remy Boyz),679 (feat. Remy Boyz),54,196184,False,0.577,0.833,11,-2.888,0,0.343,0.00411,0.0,0.0709,0.697,189.723,4,j-dance
59nOXPmaKlBfGMDeOVGrIK,"Future,Drake,Tems",I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),89,189893,True,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,4,hip-hop
64dLd6rVqDLtkXFYrEUHIU,"Gorillaz,Tame Impala,Bootie Brown",New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),82,215149,True,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,3,alternative
1orM67pmkNc4alrZkWjYkV,"Guru Randhawa,Nikhita Gandhi,Tanishk Bagchi,Nora Fatehi",Naach Meri Rani,Naach Meri Rani,63,212692,False,0.676,0.488,1,-5.091,1,0.154,0.0613,0.0,0.0707,0.151,97.036,4,hip-hop
4ylWMuGbMXNDgDd8lErEle,"Hugh Jackman,Keala Settle,Zac Efron,Zendaya,The Greatest Showman Ensemble",The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show,72,302146,False,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,4,show-tunes
43ay9lQZ5rfNcOOHhRF2cM,"Hugh Jackman,Keala Settle,Zac Efron,Zendaya,The Greatest Showman Ensemble",The Greatest Show,The Greatest Show,59,302146,False,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,4,show-tunes
50WeOnXhM1H7AZEeIDoWfZ,"Idina Menzel,Evan Rachel Wood",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Show Yourself,70,260906,False,0.321,0.429,6,-7.073,1,0.0302,0.724,9.1e-05,0.0606,0.174,123.419,4,show-tunes
1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons,JID,Arcane,League of Legends",Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,86,173381,False,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,4,rock
3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons,JID,Arcane,League of Legends",Mercury - Acts 1 & 2,Enemy (with JID) - from the series Arcane League of Legends,82,173381,False,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,4,rock
5UlnuulVAVmmesw4VzqHdG,"Imagine Dragons,Arcane,League of Legends",Enemy (from the series Arcane League of Legends),Enemy - From the series Arcane League of Legends,80,173381,False,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,4,rock
1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons,JID,Arcane,League of Legends",Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,86,173381,False,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,4,rock
3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons,JID,Arcane,League of Legends",Mercury - Acts 1 & 2,Enemy (with JID) - from the series Arcane League of Legends,82,173381,False,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,4,rock
5UlnuulVAVmmesw4VzqHdG,"Imagine Dragons,Arcane,League of Legends",Enemy (from the series Arcane League of Legends),Enemy - From the series Arcane League of Legends,80,173381,False,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,4,rock
2ykXJ9QVwx9Li8nsW0h6b2,"INNA,Sean Paul",UP,UP,70,148944,False,0.812,0.712,0,-5.993,0,0.0452,0.01,0.0,0.108,0.85,98.029,4,house
2MbdDtCv5LUVjYy9RuGTgC,"Jack Harlow,Tory Lanez,DaBaby,Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",76,227478,True,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,4,k-pop
5fXslGZPI5Cco6PKHzlSL3,"Jasmine Sandlas,Garry Sandhu,Tanishk Bagchi,Intense","Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Illegal Weapon 2.0 (From ""Street Dancer 3D"")",67,188606,False,0.805,0.919,1,-1.294,1,0.0938,0.101,0.00343,0.0598,0.494,94.993,4,pop
6kex4EBAj0WHXDKZMEJaaF,"Jason Derulo,Nicki Minaj,Ty Dolla $ign",Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,216408,True,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,4,dance
4TgxFMOn5yoESW6zCidCXL,"Jawsh 685,Jason Derulo,BTS",Savage Love (Laxed - Siren Beat) [BTS Remix],Savage Love (Laxed – Siren Beat) [BTS Remix],73,184905,True,0.758,0.598,0,-5.695,0,0.0868,0.16,0.0,0.295,0.658,149.836,4,pop
4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber,Daniel Caesar,Giveon",Justice,Peaches (feat. Daniel Caesar & Giveon),86,198081,True,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4,pop
5sbooPcNgIE22DwO0VNGUJ,"K/DA,Madison Beer,(G)I-DLE,Jaira Burns,League of Legends",POP/STARS,POP/STARS,73,191100,False,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,4,k-pop
7zVCrzzEJU7u24sbJPXA5W,"Kane Brown,Lauren Alaina",Kane Brown,What Ifs (feat. Lauren Alaina),72,188253,False,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,4,country
5f1joOtoMeyppIcJGZQvqJ,"Kane Brown,Swae Lee,Khalid",Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,75,191406,False,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,4,country
1brnLTvarI9D1hLP6z2Ar8,"Kane Brown,Katelyn Brown",Different Man,Thank God,78,174560,False,0.738,0.455,3,-8.735,1,0.0352,0.695,0.0,0.107,0.441,99.945,4,country
2FSGUA0gFgGeQdprjtGM2M,"KAROL G,Mariah Angeliq",KG0516,EL MAKINON,79,209160,False,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,4,reggaeton
45aBsnKRWUzhwbcqOJLwfe,"Keala Settle,The Greatest Showman Ensemble",The Greatest Showman (Original Motion Picture Soundtrack),This Is Me,74,234706,False,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,4,show-tunes
2xGjteMU3E1tkEPVFBO08U,"Keala Settle,The Greatest Showman Ensemble",This Is Me,This Is Me,66,234706,False,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,4,show-tunes
2g6tReTlM2Akp41g0HaeXN,"Kendrick Lamar,Blxst,Amanda Reifer",Mr. Morale & The Big Steppers,Die Hard,82,239026,True,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4,hip-hop
5xYC48nOppVemY6U5GRGTb,"David Guetta,Kid Cudi",One More Love,Memories (feat. Kid Cudi),77,210853,False,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,4,edm
58wyJLv6yH1La9NIZPl3ne,"Kina,Adriana Proenza",Can We Kiss Forever?,Can We Kiss Forever?,77,187931,False,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4,sad
10jQXhaM4w42AQtznpO5zB,"Kina,Adriana Proenza",Things I Wanted To Tell You - Instrumental,Can We Kiss Forever? - Instrumental,45,187994,False,0.521,0.184,4,-21.421,1,0.0442,0.902,0.924,0.0966,0.0416,110.083,4,sad
58wyJLv6yH1La9NIZPl3ne,"Kina,Adriana Proenza",Can We Kiss Forever?,Can We Kiss Forever?,77,187931,False,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4,sad
10jQXhaM4w42AQtznpO5zB,"Kina,Adriana Proenza",Things I Wanted To Tell You - Instrumental,Can We Kiss Forever? - Instrumental,45,187994,False,0.521,0.184,4,-21.421,1,0.0442,0.902,0.924,0.0966,0.0416,110.083,4,sad
1A8j067qyiNwQnZT0bzUpZ,"Kungs,Cookin' On 3 Burners",Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),77,195546,False,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,4,house
6oJ6le65B3SEqPwMRNXWjY,"Kygo,Whitney Houston",Higher Love,Higher Love,76,228267,False,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,4,edm
2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga,Bradley Cooper",A Star Is Born Soundtrack,Shallow,84,215733,False,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,dance
6cmm1LMvZdB5zsCwX5BjqE,"Jay Sean,Lil Wayne",All Or Nothing,Down,78,212506,False,0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012,4,dance
6dbSBQXCctYSVryynHXaZ4,"Lil Dicky,Chris Brown",Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),45,216631,True,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,4,comedy
5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X,Jack Harlow",MONTERO,INDUSTRY BABY (feat. Jack Harlow),81,212352,True,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,4,hip-hop
5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X,Jack Harlow",MONTERO,INDUSTRY BABY (feat. Jack Harlow),81,212352,True,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,4,hip-hop
4jvjzW7Hm0yK4LvvE0Paz9,"Lil Peep,XXXTENTACION","Come Over When You're Sober, Pt. 2",Falling Down - Bonus Track,81,196400,True,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,emo
1dg3qy5DjoJodawfOCgrTP,"Lil Tjay,Offset,Moneybagg Yo",Destined 2 Win,Run It Up (feat. Offset & Moneybagg Yo),78,232048,True,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,4,r-n-b
5pmvv42h1bcK3frE8CEblt,"Lil Tjay,Offset,Moneybagg Yo",Destined 2 Win,Run It Up (feat. Offset & Moneybagg Yo),63,232048,True,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,4,r-n-b
4eNOLmx8r2IJAVKvBBL1jv,"Lil Tjay,Polo G,Fivio Foreign",Destined 2 Win,Headshot (feat. Polo G & Fivio Foreign),75,144349,True,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,4,r-n-b
7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios,Wisin,Jhay Cortez",Los Legendarios 001,Fiel,75,261665,False,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,4,reggaeton
7nFJSfGvvV0WjatTZN6QYi,"Luciano,Aitch,BIA",Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),84,203255,False,0.798,0.806,10,-5.841,1,0.355,0.145,0.0,0.13,0.82,138.082,4,german
7sJNeWTXkZCEC7OnFMpGWL,"Luciano,Aitch,BIA",Majestic,Bamba (feat. Aitch & BIA),75,203560,False,0.797,0.791,10,-6.281,1,0.33,0.119,0.0,0.113,0.828,138.026,4,german
6rPO02ozF3bM7NnOV4h6s2,"Luis Fonsi,Daddy Yankee,Justin Bieber",Despacito Feat. Justin Bieber (Remix),Despacito - Remix,72,228826,False,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,4,latin
1vnnXMrBeEWiRg3YCMCjQq,"Luis Fonsi,Daddy Yankee,Justin Bieber",VIDA,Despacito - Remix,70,230413,False,0.649,0.798,2,-4.346,1,0.178,0.226,0.0,0.0711,0.857,177.899,4,latin
6rPO02ozF3bM7NnOV4h6s2,"Luis Fonsi,Daddy Yankee,Justin Bieber",Despacito Feat. Justin Bieber (Remix),Despacito - Remix,72,228826,False,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,4,latin
1vnnXMrBeEWiRg3YCMCjQq,"Luis Fonsi,Daddy Yankee,Justin Bieber",VIDA,Despacito - Remix,70,230413,False,0.649,0.798,2,-4.346,1,0.178,0.226,0.0,0.0711,0.857,177.899,4,latin
0mlAOSILGRys2IbvyOT5VJ,"Luis Fonsi,Demi Lovato",VIDA,Échame La Culpa,73,173800,False,0.733,0.897,0,-3.652,1,0.0389,0.0391,0.0,0.117,0.649,96.006,4,latin
0YU17F0BlVXvmx5ytsR43w,"LUM!X,Gabry Ponte",Monster,Monster,72,154226,False,0.83,0.794,8,-6.279,0,0.432,0.0253,0.0248,0.106,0.607,128.16,4,house
6lknMmJZALXxx7emwwZWLX,"Madonna,Sickick",Frozen,Frozen,76,120157,False,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,4,dance
27rdGxbavYJeBphck5MZAF,"Mark Ronson,Miley Cyrus",Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),78,217466,False,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4,dance
1XGmzt0PVuFgQYYnV2It7A,"Maroon 5,Wiz Khalifa",Overexposed Track By Track,Payphone,84,231173,True,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,4,pop
